ID,cut,color,clarity,depth,table,price,x,y,z
31448,,E,SI1,61.0,56.0,4400,6.48,6.54,3.97
31449,Very Good,E,SI1,62.2,60.0,7704,6.79,6.75,4.21
31450,,D,VS1,60.3,59.0,10083,6.89,6.84,4.14
31451,Ideal,E,VS2,62.0,55.0,701,4.41,4.4,2.73
31452,Ideal,H,VS2,62.7,52.0,1408,5.07,5.08,3.18
31453,Good,D,SI1,63.4,55.0,738,4.68,4.72,2.98
31454,Very Good,G,SI2,,56.0,1986,5.78,,3.62
31455,Premium,J,VS1,62.1,58.0,8371,7.35,7.41,4.58
31456,Premium,E,VVS1,62.2,58.0,1431,4.77,4.75,2.96
31457,Ideal,E,SI2,62.9,56.0,1289,5.12,5.08,3.21
31458,Premium,E,VS1,59.7,57.0,2920,5.88,5.78,3.48
31459,Very Good,E,VS2,63.4,58.0,1628,5.08,5.05,3.21
31460,,G,SI1,61.0,56.0,1188,4.87,4.94,2.99
31461,Ideal,F,VVS1,61.7,55.0,881,4.4,4.48,2.74
31462,Premium,E,SI1,62.7,60.0,544,4.3,4.35,2.71
31463,Ideal,E,VS2,60.1,59.0,3144,5.78,5.83,3.49
31464,Premium,I,SI1,62.5,59.0,5412,6.81,6.83,4.26
31465,Premium,G,VS1,58.2,57.0,13445,7.88,7.85,4.58
31466,Very Good,E,VS2,62.6,60.0,1426,5.26,5.19,3.27
31467,Premium,J,SI1,59.7,58.0,16303,8.76,8.7,5.21
31468,Premium,D,SI1,62.5,58.0,1865,5.26,5.21,3.27
31469,Ideal,G,VS1,62.8,57.0,2930,5.65,5.68,3.56
31470,,F,VVS1,62.4,55.0,955,4.41,4.41,2.75
31471,Very Good,I,SI1,63.4,54.0,829,4.77,4.72,3.01
31472,Ideal,F,SI1,62.1,55.0,4126,6.17,6.17,3.83
31473,Ideal,F,VS2,61.6,57.0,854,4.45,4.41,2.73
31474,Very Good,E,VS1,62.9,59.0,3416,5.68,5.74,3.59
31475,Ideal,I,VS2,,56.0,2337,5.76,,3.54
31476,Ideal,I,SI2,61.3,57.0,5226,6.91,6.85,4.22
31477,Very Good,E,VS2,62.6,56.0,2513,5.66,5.69,3.55
31478,Premium,F,VS2,62.7,58.0,775,4.29,4.26,2.68
31479,Premium,F,SI2,62.5,60.0,9493,7.6,7.54,4.73
31480,Ideal,I,VS1,62.9,57.0,7968,7.36,7.29,4.61
31481,,F,SI1,61.7,60.0,2772,5.78,5.82,3.58
31482,Ideal,I,VS2,61.8,57.0,9189,7.35,7.41,4.56
31483,Fair,G,VS2,67.9,57.0,5484,6.18,6.1,4.17
31484,Ideal,G,SI1,61.7,58.0,4008,6.15,6.2,3.81
31485,Ideal,F,VVS1,62.1,55.0,1357,4.81,4.85,3.0
31486,Ideal,F,VS1,61.3,56.0,1007,4.75,4.78,2.92
31487,Very Good,G,VS2,63.2,57.0,7077,6.73,6.72,4.25
31488,Ideal,F,VS2,62.8,56.0,15427,7.53,7.46,4.71
31489,Ideal,E,VS2,,56.0,6871,6.46,,3.99
31490,,F,VVS1,61.7,55.0,782,4.34,4.35,2.68
31491,Very Good,E,SI2,63.1,54.0,2067,5.72,5.65,3.59
31492,Very Good,F,VS1,63.7,60.0,7683,6.24,6.32,4.0
31493,Ideal,I,SI2,60.0,57.0,13182,8.33,8.21,4.96
31494,Good,D,SI2,63.5,56.0,4805,6.38,6.34,4.04
31495,Good,G,VS2,63.1,57.0,1410,5.0,5.05,3.17
31496,Very Good,D,SI2,,54.0,461,4.3,,2.72
31497,Ideal,F,VS2,61.0,56.0,17029,7.44,7.49,4.55
31498,Ideal,F,IF,,58.0,874,4.36,,2.64
31499,Very Good,H,SI1,62.5,58.0,1402,5.29,5.3,3.31
31500,Premium,J,SI1,59.4,62.0,12369,8.18,8.15,4.85
31501,Good,H,SI1,,55.0,461,4.29,,2.75
31502,Ideal,F,VS1,60.6,56.0,2307,5.53,5.5,3.34
31503,Ideal,G,VS2,61.8,58.0,2797,5.73,5.76,3.55
31504,Very Good,H,SI2,62.0,57.0,3452,6.24,6.3,3.89
31505,Good,D,SI2,63.8,54.0,798,4.73,4.7,3.01
31506,Very Good,D,SI2,,61.0,4259,6.45,,3.94
31507,Ideal,D,VS2,60.5,56.0,829,4.55,4.58,2.76
31508,Very Good,D,VS2,63.0,60.0,1633,5.04,5.08,3.19
31509,Premium,D,SI1,60.7,58.0,3135,6.06,6.0,3.66
31510,Premium,G,VS2,61.9,58.0,6902,6.55,6.54,4.05
31511,Ideal,E,VS1,61.4,56.0,876,4.63,4.66,2.85
31512,,I,SI1,60.2,59.0,5712,6.43,6.45,3.88
31513,Premium,D,SI1,59.8,59.0,626,4.53,4.56,2.72
31514,Premium,E,SI1,62.2,56.0,5612,6.56,6.5,4.06
31515,Ideal,J,VS2,61.4,56.0,5459,6.56,6.61,4.04
31516,Ideal,G,VS2,61.9,55.0,596,4.5,4.52,2.79
31517,Ideal,G,SI1,60.6,57.0,9704,7.43,7.39,4.49
31518,Premium,F,VS1,61.9,60.0,1709,5.04,5.11,3.14
31519,Premium,G,VVS1,59.9,62.0,944,4.34,4.34,2.6
31520,Premium,I,SI1,61.6,56.0,5760,6.88,6.86,4.23
31521,Ideal,D,VS2,62.0,54.0,1928,5.25,5.27,3.26
31522,Very Good,F,SI1,62.1,60.0,500,4.25,4.28,2.65
31523,Premium,J,SI1,60.7,58.0,3780,6.44,6.4,3.9
31524,Premium,G,SI1,61.4,59.0,5006,6.47,6.43,3.96
31525,Premium,E,VVS2,61.4,58.0,1013,4.28,4.26,2.62
31526,Ideal,H,SI1,61.5,57.0,18528,8.37,8.28,5.12
31527,Premium,H,SI2,60.4,57.0,1824,5.86,5.76,3.51
31528,Fair,E,VVS2,66.1,58.0,737,4.42,4.36,2.9
31529,Premium,G,VS1,62.3,58.0,854,4.41,4.39,2.74
31530,,I,VS1,62.1,57.0,778,4.77,4.82,2.98
31531,Ideal,G,IF,62.1,56.0,2279,5.27,5.32,3.29
31532,Ideal,E,SI1,62.5,55.0,2656,5.63,5.67,3.53
31533,Good,E,SI1,63.4,57.0,4511,6.12,6.15,3.89
31534,Very Good,J,VS2,63.1,56.0,4232,6.77,6.7,4.25
31535,,H,VVS2,62.3,56.0,877,4.7,4.74,2.94
31536,Ideal,F,VS2,62.1,54.0,706,4.49,4.53,2.8
31537,Very Good,E,VS1,61.6,56.0,782,4.43,4.46,2.74
31538,Ideal,G,SI1,60.1,56.0,899,4.83,4.79,2.89
31539,Premium,E,SI1,61.8,60.0,5279,6.36,6.39,3.94
31540,Very Good,E,SI2,62.4,58.0,3935,6.11,6.14,3.82
31541,Very Good,H,SI1,61.6,58.0,2663,5.89,5.89,3.63
31542,Ideal,F,VVS1,61.7,55.0,1196,4.77,4.82,2.96
31543,Good,J,VS2,,61.0,2823,6.04,,3.86
31544,Very Good,F,VS2,63.5,57.0,1345,5.01,4.94,3.16
31545,Ideal,I,VVS2,61.8,57.0,13660,7.62,7.68,4.73
31546,,F,IF,61.9,58.0,913,4.37,4.39,2.71
31547,Premium,D,SI1,61.4,60.0,991,4.75,4.7,2.9
31548,Good,E,SI2,61.9,63.0,3217,6.1,6.14,3.79
31549,Very Good,E,SI1,62.0,55.0,1829,5.44,5.46,3.38
31550,Premium,H,VVS2,62.3,60.0,625,4.31,4.36,2.7
31551,Very Good,I,VS2,60.4,60.5,16362,8.2,8.3,4.98
31552,Ideal,D,VS1,61.1,57.0,10078,6.83,6.88,4.19
31553,Ideal,J,SI1,61.6,57.0,4174,6.46,6.5,3.99
31554,Very Good,G,VS1,62.1,59.0,1602,5.05,5.07,3.14
31555,Premium,G,VS1,62.4,61.0,2802,5.68,5.66,3.54
31556,Premium,H,SI2,62.1,59.0,2610,6.17,6.17,3.83
31557,Ideal,F,IF,61.9,56.0,978,4.41,4.45,2.74
31558,Fair,H,I1,61.5,63.0,1637,6.23,6.06,3.78
31559,Good,E,SI1,62.2,65.0,3274,6.13,6.09,3.8
31560,Ideal,E,VVS1,61.8,56.0,1266,4.64,4.68,2.88
31561,Premium,H,VS1,62.5,58.0,12242,7.57,7.46,4.7
31562,Premium,J,VS1,60.3,58.0,3063,6.35,6.31,3.82
31563,Premium,D,SI2,62.4,58.0,4514,6.68,6.69,4.17
31564,Ideal,G,VS1,61.2,57.0,941,4.87,4.83,2.97
31565,Good,F,SI2,,58.0,12196,8.08,,4.69
31566,Ideal,H,VVS1,61.9,54.0,814,4.62,4.65,2.87
31567,Ideal,D,SI1,62.5,56.0,732,4.36,4.34,2.72
31568,Ideal,I,VS2,61.1,56.0,1436,5.16,5.18,3.16
31569,Premium,G,SI2,63.0,58.0,4038,6.34,6.29,3.98
31570,Good,J,SI1,63.4,60.0,12797,7.93,7.99,5.05
31571,Premium,E,VVS2,62.4,56.0,1108,4.32,4.3,2.69
31572,Very Good,E,VS2,59.8,57.0,6622,6.52,6.58,3.92
31573,Premium,E,SI1,59.8,60.0,787,4.58,4.52,2.72
31574,,F,VS1,61.1,57.0,1013,4.59,4.57,2.8
31575,Ideal,G,VVS2,62.6,57.0,931,4.69,4.74,2.95
31576,Very Good,G,VS1,63.1,57.0,5996,6.39,6.33,4.01
31577,Premium,E,SI2,61.9,57.0,1205,5.13,5.11,3.17
31578,Premium,D,SI1,,58.0,5881,6.44,,3.93
31579,Premium,I,VS1,61.2,59.0,10428,7.43,7.51,4.57
31580,Premium,G,VVS2,62.5,57.0,965,4.48,4.41,2.78
31581,Ideal,D,VS2,,57.0,4133,5.85,,3.55
31582,,H,SI1,62.3,58.0,1265,5.43,5.36,3.36
31583,Premium,I,SI2,62.9,57.0,6132,7.27,7.27,4.57
31584,Premium,G,SI1,60.8,58.0,2631,5.88,5.83,3.56
31585,Premium,E,VS2,61.5,58.0,6720,6.42,6.39,3.94
31586,Ideal,J,VVS1,61.1,57.0,995,4.82,4.8,2.94
31587,,F,VS1,62.3,56.0,452,4.08,4.1,2.55
31588,Ideal,E,VS2,61.8,55.0,3601,5.92,5.98,3.68
31589,Very Good,H,VS1,62.4,58.0,1561,5.38,5.42,3.37
31590,Ideal,D,VS1,61.7,57.0,3093,5.7,5.74,3.53
31591,Premium,H,SI2,61.8,60.0,378,4.27,4.3,2.65
31592,Ideal,H,VS2,61.7,57.0,4174,6.15,6.3,3.84
31593,Premium,G,VS2,58.7,62.0,1637,5.35,5.34,3.14
31594,Very Good,H,VS1,63.5,56.0,1607,5.15,5.12,3.26
31595,Ideal,D,VS2,62.2,54.0,911,4.34,4.31,2.69
31596,Ideal,D,SI1,60.8,59.0,1928,5.49,5.5,3.34
31597,Very Good,G,VS1,61.1,57.0,1647,5.21,5.26,3.2
31598,Premium,J,SI2,60.8,59.0,18710,9.34,9.22,5.64
31599,Premium,D,SI2,60.1,58.0,1108,5.25,5.2,3.14
31600,Good,E,VVS1,59.4,61.0,597,4.13,4.15,2.46
31601,Ideal,H,SI1,61.1,57.0,2617,5.9,5.94,3.62
31602,Very Good,F,VS2,62.4,56.0,14411,7.3,7.32,4.56
31603,Premium,E,VS1,60.8,58.0,1063,4.58,4.56,2.78
31604,Premium,D,SI1,61.7,59.0,1752,5.18,5.16,3.19
31605,Premium,G,VVS2,61.8,60.0,18730,7.66,7.69,4.74
31606,Very Good,F,SI2,62.9,56.0,2130,5.68,5.71,3.58
31607,Ideal,H,VVS1,60.6,55.0,1710,5.13,5.16,3.12
31608,Ideal,D,SI2,62.7,56.0,1289,5.06,5.12,3.19
31609,Ideal,I,VVS1,,54.0,732,4.41,,2.7
31610,Premium,E,VS2,61.1,57.0,1864,5.39,5.32,3.27
31611,Premium,H,VS1,59.9,62.0,1653,5.36,5.29,3.19
31612,Very Good,H,VS2,61.5,56.0,709,4.68,4.72,2.89
31613,Premium,D,VS2,58.3,59.0,387,3.96,3.93,2.3
31614,Premium,H,SI2,,60.0,4662,6.65,,4.09
31615,Premium,D,VS1,62.0,60.0,8359,6.55,6.49,4.04
31616,Ideal,G,VVS2,61.8,57.0,1876,5.12,5.17,3.18
31617,Ideal,G,VVS1,60.9,55.0,1023,4.84,4.88,2.96
31618,Premium,H,VVS2,62.5,59.0,802,4.34,4.3,2.7
31619,Ideal,E,VS2,61.4,55.0,1662,5.21,5.14,3.18
31620,Good,J,VS1,60.6,61.0,8348,7.27,7.31,4.42
31621,Very Good,H,VS1,62.2,56.0,540,4.3,4.32,2.68
31622,Very Good,J,VS2,62.6,56.0,6494,7.07,7.12,4.44
31623,Ideal,G,VVS1,62.0,55.0,838,4.45,4.49,2.77
31624,Premium,D,VS2,62.8,58.0,7101,6.43,6.34,4.01
31625,Very Good,D,SI1,62.7,56.0,1323,5.07,5.13,3.2
31626,,D,SI1,60.6,58.0,2863,5.78,5.77,3.5
31627,Very Good,H,SI1,62.3,59.0,2669,5.95,6.0,3.72
31628,Premium,G,VVS2,61.5,62.0,2011,5.18,5.13,3.17
31629,Premium,G,SI1,63.0,59.0,8175,7.31,7.26,4.59
31630,Very Good,H,SI2,63.1,58.0,4455,6.73,6.65,4.22
31631,Ideal,H,VS2,61.6,55.0,1163,5.13,5.16,3.17
31632,Fair,F,I1,66.0,56.0,894,5.22,5.11,3.41
31633,Ideal,E,VS2,62.0,55.0,1781,5.15,5.14,3.19
31634,Ideal,G,IF,61.5,55.0,1056,4.63,4.64,2.85
31635,Very Good,E,VVS2,64.2,55.0,722,4.24,4.3,2.74
31636,Ideal,G,SI2,62.1,57.0,2894,5.97,6.02,3.72
31637,Very Good,E,VS2,62.4,57.0,6120,6.55,6.6,4.1
31638,Good,D,VS1,63.1,56.0,898,4.7,4.74,2.98
31639,Very Good,J,SI1,63.2,54.0,450,4.3,4.25,2.7
31640,Ideal,H,SI2,60.6,59.0,4267,6.64,6.59,4.01
31641,Ideal,J,VS2,61.6,54.0,1094,5.32,5.37,3.29
31642,Ideal,D,VS1,62.4,54.0,3623,5.73,5.78,3.59
31643,Premium,D,SI2,59.2,61.0,811,4.71,4.68,2.78
31644,Very Good,F,SI2,63.0,60.0,7321,7.26,7.22,4.56
31645,Very Good,D,SI2,61.2,61.0,9034,7.54,7.59,4.63
31646,Premium,D,VS2,61.8,58.0,816,4.36,4.32,2.68
31647,Premium,F,SI1,60.3,58.0,791,4.66,4.63,2.8
31648,Very Good,G,VS2,58.5,59.0,4484,6.35,6.37,3.72
31649,Premium,H,SI1,61.6,59.0,16747,8.12,8.18,5.02
31650,Good,E,SI1,63.3,61.0,5183,6.31,6.36,4.01
31651,Good,D,SI2,,60.0,2382,5.73,,3.41
31652,Very Good,I,VS1,61.1,58.0,5866,6.86,6.93,4.21
31653,Ideal,E,VS2,62.2,57.0,1629,5.08,5.05,3.15
31654,Ideal,G,IF,61.7,54.0,918,4.39,4.43,2.72
31655,Premium,D,VVS2,60.1,58.0,984,4.53,4.55,2.73
31656,Very Good,I,SI2,63.2,60.0,4155,6.37,6.41,4.04
31657,Ideal,E,SI2,62.0,56.0,1272,5.26,5.22,3.25
31658,,G,VS1,63.6,57.0,10036,7.23,7.13,4.57
31659,Ideal,E,VS2,61.3,56.0,632,4.37,4.38,2.68
31660,Good,G,IF,,55.0,1977,5.05,,3.24
31661,Ideal,F,VVS1,61.6,55.0,855,4.43,4.43,2.73
31662,Very Good,F,VS2,62.1,58.0,6924,6.61,6.7,4.13
31663,Premium,F,SI1,61.4,58.0,8810,7.27,7.23,4.45
31664,Ideal,D,SI1,62.3,55.0,1015,4.79,4.77,2.98
31665,,E,SI1,63.6,59.0,1171,5.14,5.05,3.24
31666,Premium,G,SI1,59.4,58.0,10913,7.55,7.63,4.51
31667,Ideal,H,VS1,62.0,56.0,615,4.54,4.56,2.82
31668,Premium,F,SI2,62.8,60.0,4497,6.41,6.33,4.0
31669,Premium,H,SI2,60.9,59.0,3394,6.42,6.35,3.89
31670,Good,H,VS1,59.1,65.0,651,4.45,4.31,2.59
31671,Good,G,SI1,62.2,62.5,3816,6.07,6.09,3.78
31672,Premium,G,SI2,61.9,56.0,1280,5.28,5.22,3.25
31673,Very Good,J,VVS2,63.8,56.0,774,4.76,4.84,3.06
31674,Good,G,VS1,63.9,55.0,6028,6.32,6.29,4.03
31675,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52
31676,Premium,G,VVS1,61.5,58.0,17360,7.57,7.49,4.63
31677,Ideal,F,SI1,59.7,57.0,645,4.7,4.71,2.81
31678,Very Good,G,VS1,59.8,57.1,1154,5.0,5.03,3.0
31679,Ideal,F,VVS1,61.2,57.0,716,4.25,4.28,2.61
31680,Ideal,F,VS1,62.6,57.0,1007,4.74,4.75,2.97
31681,Premium,D,VS1,61.6,57.0,980,4.33,4.31,2.66
31682,,H,SI1,62.7,53.0,6025,6.85,6.8,4.28
31683,Ideal,G,VS1,62.2,56.0,490,4.12,4.17,2.58
31684,,H,VS2,62.3,58.0,668,4.41,4.38,2.74
31685,Premium,G,VS2,61.1,57.0,7948,6.98,6.91,4.24
31686,Ideal,F,VS1,60.0,56.0,989,4.55,4.48,2.71
31687,Ideal,G,VS1,61.8,60.0,1757,5.09,5.11,3.15
31688,Premium,G,VS1,62.4,59.0,900,4.73,4.79,2.97
31689,Fair,H,SI1,65.9,57.0,1828,5.54,5.48,3.63
31690,Very Good,F,SI2,60.0,57.0,4373,6.53,6.56,3.93
31691,Premium,G,VVS1,61.4,60.0,1114,4.44,4.39,2.71
31692,Very Good,I,SI1,63.0,57.0,8902,7.45,7.5,4.71
31693,,G,IF,61.5,56.0,839,4.37,4.41,2.7
31694,Ideal,F,SI1,,56.0,12109,7.38,,4.54
31695,Premium,E,VS2,59.3,58.0,1754,5.32,5.34,3.16
31696,Ideal,H,SI2,62.6,55.0,982,5.1,5.12,3.2
31697,Ideal,D,SI1,61.8,58.0,3153,5.83,5.85,3.61
31698,Premium,D,SI2,63.0,58.0,573,4.29,4.25,2.69
31699,Ideal,D,VS2,,56.0,1064,4.56,,2.79
31700,Very Good,I,SI1,61.7,59.0,5672,6.75,6.79,4.18
31701,,E,VS2,62.7,55.0,470,4.15,4.18,2.61
31702,Premium,J,VVS1,61.8,56.0,921,4.72,4.64,2.89
31703,Ideal,F,IF,,56.0,887,4.43,,2.7
31704,Good,F,SI1,58.1,60.0,2075,5.8,5.9,3.4
31705,,E,SI1,61.5,57.0,1683,5.11,5.16,3.16
31706,Very Good,H,VS1,62.6,61.0,2452,5.62,5.66,3.53
31707,Ideal,D,SI1,61.4,56.0,608,4.45,4.44,2.73
31708,Ideal,I,VVS1,61.4,55.0,2489,5.71,5.75,3.52
31709,Very Good,D,SI2,,54.0,1629,5.49,,3.46
31710,Ideal,D,VVS2,60.3,54.0,2211,5.24,5.18,3.14
31711,Ideal,I,SI1,61.0,57.0,15486,8.37,8.28,5.08
31712,Premium,F,SI1,58.5,59.0,2345,5.87,5.82,3.42
31713,Ideal,D,VS2,60.5,57.0,2125,5.54,5.47,3.33
31714,Very Good,E,VVS1,63.5,57.0,1163,4.64,4.65,2.95
31715,Ideal,F,SI1,61.7,55.0,447,4.13,4.14,2.55
31716,Ideal,G,SI1,62.2,56.0,4159,6.15,6.19,3.84
31717,Premium,E,SI2,60.9,57.0,2580,5.89,5.84,3.57
31718,Very Good,D,VS1,61.2,58.0,1200,4.84,4.87,2.97
31719,,E,VVS2,59.6,59.0,2311,5.31,5.4,3.19
31720,Premium,E,SI1,60.5,62.0,2441,5.72,5.66,3.44
31721,Ideal,J,VS2,62.1,56.0,12832,8.06,8.12,5.02
31722,,G,VS1,58.1,58.0,17338,7.78,7.86,4.54
31723,Premium,E,VS1,62.7,59.0,3357,5.76,5.69,3.59
31724,Fair,F,VS2,65.8,57.0,3750,6.02,5.99,3.95
31725,Ideal,I,SI1,60.2,57.0,5806,7.0,6.92,4.19
31726,Premium,D,VS2,59.6,57.0,1818,5.13,5.11,3.05
31727,Premium,F,SI1,61.2,60.0,2599,5.78,5.73,3.52
31728,Ideal,D,SI1,60.8,57.0,1840,5.3,5.33,3.23
31729,Premium,H,VS2,61.0,58.0,2496,5.77,5.83,3.54
31730,Ideal,H,VVS1,,54.0,707,4.34,,2.69
31731,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
31732,Premium,H,SI2,61.3,60.0,14032,8.36,8.31,5.11
31733,,I,VS2,61.1,60.0,17433,8.05,8.12,4.94
31734,Very Good,G,VS2,60.9,55.0,6296,6.44,6.5,3.94
31735,Very Good,F,SI2,59.6,60.0,2298,5.84,6.01,3.53
31736,Ideal,F,SI1,62.0,57.0,5655,6.52,6.54,4.05
31737,Very Good,J,SI2,60.4,58.5,4862,6.84,6.96,4.17
31738,Premium,F,VS2,59.6,62.0,893,4.7,4.69,2.8
31739,Very Good,G,VVS2,62.7,59.0,1768,5.08,5.09,3.19
31740,Very Good,F,VVS2,,58.0,1902,5.33,,3.34
31741,Very Good,H,SI1,59.5,59.0,12791,7.78,7.82,4.64
31742,Premium,I,SI2,60.0,58.0,530,4.47,4.47,2.68
31743,Very Good,J,VS2,62.4,58.0,4191,6.8,6.83,4.25
31744,Ideal,G,VS1,61.7,56.0,1691,5.13,5.18,3.18
31745,Ideal,H,SI1,62.5,54.0,7659,7.05,7.06,4.41
31746,Very Good,E,VS2,,59.0,3053,5.78,,3.48
31747,Very Good,I,VS1,61.9,57.0,12621,7.68,7.64,4.74
31748,Very Good,D,SI2,,60.0,4760,6.34,,4.03
31749,Premium,F,SI2,60.6,57.0,623,4.67,4.64,2.82
31750,Ideal,F,SI1,60.8,54.0,843,4.82,4.95,2.97
31751,Premium,D,SI2,62.4,58.0,666,4.68,4.75,2.94
31752,Very Good,G,IF,63.0,59.0,3726,5.58,5.63,3.53
31753,Premium,H,SI2,61.6,58.0,12747,8.44,8.39,5.18
31754,,G,VS1,62.0,55.0,1747,5.12,5.04,3.15
31755,Premium,D,SI2,62.6,58.0,715,4.8,4.82,3.01
31756,,F,VS2,63.3,57.0,603,4.34,4.38,2.76
31757,Premium,F,VS2,61.6,55.0,803,4.32,4.31,2.66
31758,Premium,H,SI2,62.3,58.0,5376,6.82,6.75,4.23
31759,Premium,G,SI2,,56.0,3142,6.5,,3.97
31760,Ideal,E,VS2,62.8,56.0,928,4.44,4.41,2.78
31761,Fair,G,VS2,64.9,56.0,4887,6.26,6.22,4.05
31762,Good,G,I1,,58.0,3126,6.58,,4.18
31763,Ideal,H,IF,62.1,54.0,789,4.38,4.41,2.73
31764,Ideal,G,VS2,62.3,57.0,2723,5.66,5.7,3.54
31765,Ideal,H,VS1,61.5,56.0,3274,5.75,5.79,3.55
31766,Premium,H,SI1,62.0,60.0,650,4.65,4.71,2.9
31767,,E,VVS2,59.2,61.0,3155,5.79,5.83,3.44
31768,Premium,E,SI2,58.9,60.0,2410,5.91,5.88,3.47
31769,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51
31770,Ideal,G,VS2,62.0,55.0,9060,7.0,7.03,4.35
31771,Ideal,I,SI1,,55.0,6300,6.72,,4.17
31772,Ideal,H,VS2,61.4,61.0,12543,7.56,7.48,4.62
31773,Premium,H,SI1,60.4,59.0,6729,6.98,6.93,4.2
31774,Ideal,E,VVS2,61.7,56.0,1431,4.77,4.79,2.95
31775,Premium,E,SI1,61.4,61.0,11564,7.43,7.32,4.53
31776,Premium,H,VVS2,62.0,58.0,605,4.3,4.34,2.68
31777,Very Good,F,VVS2,61.4,58.0,16716,7.3,7.35,4.5
31778,Premium,E,SI2,62.5,59.0,612,4.46,4.44,2.78
31779,Premium,E,VS1,60.3,57.0,814,4.37,4.28,2.61
31780,Very Good,F,IF,59.7,56.0,10515,6.64,6.72,3.99
31781,Very Good,H,VS1,62.0,59.0,9046,7.08,7.11,4.4
31782,Ideal,J,VVS2,,53.0,662,4.76,,2.98
31783,Premium,G,VS1,61.0,58.0,2694,5.76,5.72,3.5
31784,Ideal,E,SI2,62.4,57.0,613,4.51,4.47,2.8
31785,Ideal,E,VVS2,60.1,55.0,9479,6.6,6.55,3.95
31786,Ideal,D,VVS2,,56.0,769,4.16,,2.54
31787,Premium,G,VS2,61.4,60.0,721,4.4,4.36,2.69
31788,Good,D,SI2,63.7,55.0,1203,5.11,5.09,3.25
31789,Ideal,E,SI2,62.1,55.0,2560,5.99,5.96,3.71
31790,Ideal,H,SI1,61.0,56.0,6715,7.0,7.04,4.28
31791,Good,G,VS1,64.2,59.0,4150,6.09,6.12,3.92
31792,Premium,I,VS2,59.1,59.0,9057,7.51,7.45,4.42
31793,Ideal,F,VS2,62.3,56.0,2074,5.55,5.55,3.46
31794,Ideal,E,VVS2,61.6,57.0,11206,6.68,6.73,4.13
31795,Ideal,H,VVS2,60.6,57.0,666,4.5,4.54,2.74
31796,Premium,E,VS2,,60.0,1694,5.12,,3.2
31797,Ideal,J,VVS1,62.2,54.0,1238,5.23,5.26,3.26
31798,Premium,F,SI1,62.7,54.0,4275,6.42,6.38,4.01
31799,Very Good,H,VS1,61.7,56.0,6713,6.84,6.87,4.23
31800,Ideal,D,SI1,62.4,56.0,2804,5.73,5.75,3.58
31801,Good,D,SI1,63.0,55.0,1551,5.2,5.21,3.28
31802,Premium,I,SI2,,60.0,2050,5.79,,3.52
31803,Premium,F,SI2,59.9,59.0,4168,6.86,6.82,4.1
31804,Ideal,E,VVS2,61.2,56.0,813,4.46,4.5,2.74
31805,Premium,F,SI1,60.4,58.0,899,4.72,4.68,2.84
31806,Good,E,SI1,63.2,53.0,526,4.27,4.31,2.71
31807,Ideal,F,SI1,,56.0,904,4.78,,2.99
31808,Very Good,I,VVS1,61.2,58.0,2513,5.64,5.73,3.48
31809,Good,J,SI2,65.9,59.0,4541,6.72,6.76,4.44
31810,Ideal,I,VVS2,60.6,56.0,1575,5.19,5.21,3.15
31811,Ideal,F,SI2,63.0,56.0,5761,7.05,7.02,4.43
31812,Ideal,J,SI2,61.6,55.0,3732,6.45,6.5,3.99
31813,,F,VVS2,61.7,56.0,987,4.7,4.73,2.91
31814,Very Good,G,VVS2,,56.0,9484,6.87,,4.17
31815,,E,SI1,61.9,58.0,675,4.33,4.26,2.66
31816,Premium,G,SI1,62.1,58.0,6288,6.85,6.77,4.23
31817,Premium,G,VS2,59.3,58.0,1061,4.82,4.8,2.85
31818,Ideal,G,IF,62.1,54.0,891,4.37,4.36,2.71
31819,Very Good,F,VS1,61.2,54.0,780,4.64,4.64,2.84
31820,Ideal,H,SI1,62.0,54.0,547,4.37,4.44,2.73
31821,Ideal,E,VVS1,59.9,61.0,3212,5.49,5.57,3.31
31822,,I,SI1,64.2,59.0,1914,5.73,5.74,3.68
31823,Very Good,D,VS2,61.2,55.0,1892,5.22,5.37,3.24
31824,,E,VS2,58.3,61.0,1673,5.26,5.31,3.08
31825,Very Good,E,VS2,63.0,57.0,2437,5.66,5.64,3.56
31826,Very Good,G,VVS2,62.3,59.0,7242,6.32,6.43,3.97
31827,Premium,E,SI2,59.5,59.0,1154,5.16,5.2,3.08
31828,Very Good,D,VVS2,62.0,58.0,530,3.94,4.0,2.46
31829,Very Good,J,SI2,62.7,58.0,12853,8.22,8.25,5.16
31830,Ideal,I,SI1,62.2,57.0,506,4.28,4.24,2.65
31831,Premium,E,VS2,,58.0,6787,6.39,,4.01
31832,Good,F,SI1,63.7,61.0,4678,6.27,6.22,3.98
31833,Good,F,SI1,63.2,59.0,706,4.69,4.74,2.98
31834,Very Good,E,SI1,63.2,58.0,2643,5.61,5.63,3.55
31835,Ideal,H,VVS1,61.7,57.0,1943,5.26,5.21,3.23
31836,Ideal,H,VVS2,61.4,57.0,6962,6.67,6.63,4.08
31837,Ideal,E,SI1,62.3,56.0,2681,5.69,5.7,3.55
31838,,J,SI2,61.5,61.0,11035,7.97,8.06,4.93
31839,Good,G,SI2,63.0,61.0,8280,7.26,7.28,4.58
31840,Premium,E,SI1,,56.0,674,4.36,,2.64
